timestamp_ns,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,score,class_id,manual_vx,manual_vy
15799988443207,415.538,871.766,390.573,845.495,49.931,52.542,2623.438,0.90912,0,-0.42000,0.43000
15800088199325,415.572,872.195,390.651,846.261,49.843,51.869,2585.282,0.90778,0,-0.42000,0.43000
15800255115458,415.217,872.245,390.207,846.092,50.021,52.305,2616.346,0.90474,0,-0.42000,0.43000
15800388559550,414.858,871.834,389.863,845.907,49.991,51.854,2592.212,0.90608,0,-0.42000,0.43000
15800522489507,415.064,872.308,389.739,846.063,50.650,52.491,2658.693,0.90333,0,-0.42000,0.43000
15800622210806,414.677,872.460,389.508,846.192,50.338,52.536,2644.575,0.90319,0,-0.42000,0.43000
15800756719470,415.367,872.142,390.084,846.143,50.566,51.998,2629.333,0.90650,0,-0.42000,0.43000
15800888642907,414.713,872.460,389.246,846.475,50.933,51.969,2646.955,0.90531,0,-0.42000,0.43000
15801022752123,414.531,872.503,388.974,846.024,51.113,52.958,2706.861,0.90165,0,-0.42000,0.43000
15801155962189,414.616,872.326,388.752,845.897,51.728,52.857,2734.196,0.90474,0,-0.42000,0.43000
15801290104432,414.406,872.463,389.118,846.095,50.576,52.736,2667.202,0.89986,0,-0.42000,0.43000
15801488586931,415.120,872.281,390.163,846.301,49.914,51.960,2593.511,0.90821,0,-0.42000,0.43000
15801662009368,414.440,872.663,388.898,846.243,51.084,52.840,2699.295,0.91120,0,-0.42000,0.43000
15801790475925,414.444,872.349,389.492,846.264,49.903,52.169,2603.397,0.90189,0,-0.42000,0.43000
15801924203784,414.620,872.360,389.683,846.034,49.874,52.652,2625.971,0.89741,0,-0.42000,0.43000
15802090241293,414.597,872.315,389.609,845.895,49.976,52.841,2640.781,0.90086,0,-0.42000,0.43000
15802189244147,414.662,872.068,389.850,846.246,49.624,51.643,2562.748,0.90488,0,-0.42000,0.43000
15802323922935,414.600,872.409,389.478,846.252,50.244,52.314,2628.471,0.90852,0,-0.42000,0.43000
15809629845324,499.508,874.803,473.778,848.182,51.460,53.242,2739.865,0.90615,0,-0.36000,0.42500
15809800405485,499.504,875.217,473.817,848.909,51.374,52.615,2703.034,0.90321,0,-0.36000,0.42500
15809931006976,499.559,874.684,474.269,848.722,50.581,51.924,2626.360,0.88389,0,-0.36000,0.42500
15810164787902,499.139,874.696,473.834,848.567,50.610,52.258,2644.781,0.88233,0,-0.36000,0.42500
15810265670792,498.582,874.733,473.030,848.835,51.105,51.796,2646.992,0.88403,0,-0.36000,0.42500
15810465154007,498.786,874.487,473.188,848.649,51.195,51.676,2645.578,0.89261,0,-0.36000,0.42500
15810632699609,498.557,874.872,472.844,848.915,51.427,51.915,2669.813,0.88800,0,-0.36000,0.42500
15810766100532,498.266,874.886,472.683,848.848,51.167,52.077,2664.633,0.88324,0,-0.36000,0.42500
15810900502966,498.174,874.597,472.855,848.796,50.639,51.602,2613.075,0.89896,0,-0.36000,0.42500
15810999134691,498.062,874.484,472.552,848.352,51.019,52.265,2666.510,0.90277,0,-0.36000,0.42500
15822343438550,709.050,852.049,683.967,826.405,50.167,51.288,2572.972,0.89925,0,-0.19500,0.40500
15822510517840,709.066,852.094,684.137,826.495,49.857,51.199,2552.648,0.90182,0,-0.19500,0.40500
15822649563381,709.288,851.842,684.258,826.140,50.060,51.402,2573.188,0.90428,0,-0.19500,0.40500
15822743176449,709.247,852.053,684.079,825.926,50.336,52.253,2630.216,0.90203,0,-0.19500,0.40500
15822878391942,709.065,851.819,684.083,826.059,49.962,51.520,2574.033,0.90375,0,-0.19500,0.40500
15823013064345,709.342,852.077,684.045,826.152,50.594,51.851,2623.390,0.90340,0,-0.19500,0.40500
15823144507431,709.521,852.179,684.272,826.269,50.499,51.820,2616.856,0.89382,0,-0.19500,0.40500
15823278049154,708.951,852.084,683.546,826.048,50.810,52.072,2645.732,0.91129,0,-0.19500,0.40500
15823377073001,709.404,851.959,684.648,826.384,49.513,51.151,2532.646,0.90097,0,-0.19500,0.40500
15823512808543,709.453,852.068,684.608,826.302,49.691,51.533,2560.705,0.90268,0,-0.19500,0.40500
15823645471588,709.493,852.052,684.553,826.316,49.881,51.471,2567.415,0.90455,0,-0.19500,0.40500
15823778647590,709.326,851.762,684.234,826.060,50.184,51.405,2579.683,0.90411,0,-0.19500,0.40500
15824011422997,709.145,851.587,684.056,825.556,50.178,52.062,2612.370,0.89512,0,-0.19500,0.40500
15836990512759,709.573,851.657,685.058,826.056,49.030,51.203,2510.497,0.87250,0,-0.19500,0.40500
15837125875914,709.097,851.840,684.405,826.066,49.383,51.548,2545.586,0.83213,0,-0.19500,0.40500
